Company Name,Company Category,Date,Resolution Status,Rating (out of 10),original,Deceptive Patterns,Type
FNAC,Technology & Home Appliances,10/20/2024,Resolved,1,Purchased a phone that malfunctioned after four days; had to undergo a replacement process.,0,0
FNAC,Technology & Home Appliances,10/16/2024,Resolved,7,Ordered two limited-edition records; one was unavailable at pickup despite being marked as ready online.,0,0
FNAC,Technology & Home Appliances,10/15/2024,Unresolved,1,"Placed an order online, but the item was never delivered, and the refund was not processed.",0,0
FNAC,Technology & Home Appliances,10/14/2024,Resolved,1,Purchased a book online with a promised delivery window; significant delays occurred.,0,0
FNAC,Technology & Home Appliances,10/11/2024,Unresolved,1,Brought a defective TV under warranty to FNAC; the store refused an exchange or refund due to delays in the claim process.,0,0
FNAC,Technology & Home Appliances,10/7/2024,Unresolved,1,Poor technical assessment for a defective Apple Watch purchased at FNAC Alegro Montijo.,0,0
FNAC,Technology & Home Appliances,10/5/2024,Unresolved,1,"Attempted to return an incompatible Apple Watch, but FNAC denied the refund.",0,0
FNAC,Technology & Home Appliances,10/5/2024,Unresolved,1,Received poor customer service at FNAC Gaia; vowed to switch to competitor Worten.,0,0
FNAC,Technology & Home Appliances,9/24/2024,Unresolved,1,FNAC refused to honor a warranty claim for a defective Samsung Galaxy Z Fold 4.,0,0
FNAC,Technology & Home Appliances,9/24/2024,Unresolved,1,"Warned about fraudulent marketplace sellers on FNAC’s site, selling used products without valid invoices or warranties.",0,0
FNAC,Technology & Home Appliances,9/23/2024,Resolved,9,Purchased an iPhone that malfunctioned on the same day; FNAC replaced the product immediately.,0,0
FNAC,Technology & Home Appliances,9/20/2024,Resolved,1,Pre-ordered an iPhone 16 Pro Max but faced issues with the reservation process.,0,0
FNAC,Technology & Home Appliances,9/19/2024,Resolved,7,Purchased a washing machine that arrived damaged; FNAC resolved the issue.,0,0
FNAC,Technology & Home Appliances,9/14/2024,Unresolved,1,FNAC sold a Microsoft Office lifetime subscription but failed to provide proper support and a refund.,0,0
FNAC,Technology & Home Appliances,9/11/2024,Resolved,7,Pre-ordered a PS5 game but received an incomplete product.,1,Bait and switch
FNAC,Technology & Home Appliances,9/6/2024,Resolved,8,"Ordered a product for store pickup in 30 minutes, but there were delays.",0,0
FNAC,Technology & Home Appliances,9/1/2024,Unresolved,7,Expressed dissatisfaction with customer service at FNAC Leiria.,0,0
FNAC,Technology & Home Appliances,8/30/2024,Unresolved,1,Repeated complaint about FNAC refusing warranty repair for an iPhone 13.,0,0
FNAC,Technology & Home Appliances,8/28/2024,Unresolved,1,"Extended warranty purchased for an iMac, but issues with service resolution.",0,0
FNAC,Technology & Home Appliances,8/27/2024,Resolved,5,Delay and issues with school book order using a voucher.,0,0
FNAC,Technology & Home Appliances,8/27/2024,Unresolved,1,FNAC refused iPhone 13 repair within the warranty period.,0,0
FNAC,Technology & Home Appliances,8/26/2024,Unresolved,1,Rejected warranty repair of iPhone 13 in the extended warranty period.,0,0
FNAC,Technology & Home Appliances,8/25/2024,Unresolved,1,Purchased an electric scooter that arrived faulty.,0,0
FNAC,Technology & Home Appliances,8/11/2024,Unresolved,1,Issue with purchasing the wrong model of a tablet case.,0,0
FNAC,Technology & Home Appliances,8/9/2024,Unresolved,1,Poor repair service despite having an extended warranty for an Asus laptop.,0,0
FNAC,Technology & Home Appliances,8/2/2024,Unresolved,1,Cancellation of an order and price adjustment dispute.,0,0
FNAC,Technology & Home Appliances,7/29/2024,Unresolved,1,Photo development service was incomplete and unsatisfactory.,0,0
FNAC,Technology & Home Appliances,7/29/2024,Resolved,1,Payment was not acknowledged despite confirmation.,0,0
FNAC,Technology & Home Appliances,7/29/2024,Resolved,6,Negligence with the repair process for a computer.,0,0
FNAC,Technology & Home Appliances,7/25/2024,Unresolved,1,FNAC refused repair or refund for a defective product (PS5) under warranty.,0,0
FNAC,Technology & Home Appliances,7/25/2024,Unresolved,1,Seller from Marketplace did not cooperate with warranty procedures.,0,0
FNAC,Technology & Home Appliances,7/23/2024,Unresolved,1,Lenovo tablet purchased for university showed persistent issues.,0,0
FNAC,Technology & Home Appliances,7/18/2024,Resolved,4,Paid order for a PlayStation Portal was never delivered.,0,0
FNAC,Technology & Home Appliances,7/17/2024,Resolved,4,Denied warranty for headphones despite valid purchase and rights.,0,0
FNAC,Technology & Home Appliances,7/8/2024,Unresolved,1,Issues redeeming remaining credit balance on FNAC card.,0,0
FNAC,Technology & Home Appliances,7/7/2024,Resolved,1,Faulty computer led to suspicions of misleading sales practices.,1,Bait and switch
FNAC,Technology & Home Appliances,7/1/2024,Unresolved,1,Overheating and screen issues with iPhone 12 mini.,0,0
FNAC,Technology & Home Appliances,6/25/2024,Resolved,3,Packaging issues with vinyl records delivered by CTT.,0,0
FNAC,Technology & Home Appliances,6/18/2024,Resolved,2,Console was further damaged during repair.,0,0
FNAC,Technology & Home Appliances,6/7/2024,Resolved,3,FNAC Marketplace lacked sufficient post-sale support.,0,0
FNAC,Technology & Home Appliances,6/1/2024,Unresolved,1,Poor post-sale service after purchasing a laptop.,0,0
FNAC,Technology & Home Appliances,5/31/2024,Resolved,1,Received a damaged laptop; FNAC refused to replace it.,0,0
FNAC,Technology & Home Appliances,5/28/2024,Resolved,5,Misleading participation in a promotional giveaway.,1,Sneaking
FNAC,Technology & Home Appliances,5/20/2024,Unresolved,1,Purchased a Delonghi Nespresso coffee machine; discovered it was defective after testing.,0,0
FNAC,Technology & Home Appliances,5/13/2024,Unresolved,1,FNAC canceled my Lenovo Yoga laptop order and changed the product price afterward.,0,0
FNAC,Technology & Home Appliances,5/11/2024,Resolved,10,Store price for a Hot Wheels track differed from the online price; resolved after in-store visit.,0,0
FNAC,Technology & Home Appliances,5/10/2024,Resolved,9,"Purchased Bosch DWK065G60 exhaust fan; product had a defect, but the issue was resolved.",0,0
FNAC,Technology & Home Appliances,5/6/2024,Unresolved,2,Purchased a scooter in November; defective after 1.5 months. Still awaiting resolution.,0,0
FNAC,Technology & Home Appliances,5/6/2024,Unresolved,1,Bought a Google Play gift card; faced issues with return/exchange in-store.,0,0
FNAC,Technology & Home Appliances,5/4/2024,Resolved,8,Ordered Sony earphones listed as having a mic; product arrived without one. Issue resolved.,0,0
FNAC,Technology & Home Appliances,4/24/2024,Unresolved,8,"Ordered an iPhone 14 Pro, but received the wrong model (14 Pro Max). Reported the issue.",0,0
FNAC,Technology & Home Appliances,4/23/2024,Unresolved,1,"Bought a monitor listed as new, but upon receiving, it was clearly used.",1,Bait and switch
FNAC,Technology & Home Appliances,4/19/2024,Unresolved,1,"Bought a Toshiba TV online with defects; was directed to resolve with the brand, not FNAC.",0,0
FNAC,Technology & Home Appliances,4/14/2024,Unresolved,1,Requested repair for a Samsung device under warranty; FNAC failed to assist properly.,0,0
FNAC,Technology & Home Appliances,4/14/2024,Unresolved,1,Reported dissatisfaction with post-sale support for a defective Xiaomi phone.,0,0
FNAC,Technology & Home Appliances,4/13/2024,Unresolved,1,Bought a PS5 controller with faulty analog calibration; issue unresolved under warranty.,0,0
FNAC,Technology & Home Appliances,4/12/2024,Resolved,9,Purchased a laptop via FNAC marketplace; issue with the screen was resolved successfully.,0,0
FNAC,Technology & Home Appliances,4/11/2024,Unresolved,1,Bought USB headphones for my son; product turned out to be defective shortly after purchase.,0,0
FNAC,Technology & Home Appliances,4/6/2024,Resolved,8,Purchased a PlayStation Network voucher that initially didn’t work but was resolved later.,0,0
FNAC,Technology & Home Appliances,3/29/2024,Resolved,5,Left a Cosori appliance for repair; issue with poor follow-up from FNAC staff.,0,0
FNAC,Technology & Home Appliances,3/22/2024,Resolved,8,KitchenAid appliance repair delayed for months; eventually resolved after long waiting time.,0,0
FNAC,Technology & Home Appliances,3/21/2024,Resolved,1,iPhone 12 Pro with insurance faced repeated issues; no clear solution from FNAC store.,0,0
FNAC,Technology & Home Appliances,3/19/2024,Resolved,7,Product was not delivered within the given timeline; issue was later resolved.,0,0
FNAC,Technology & Home Appliances,3/18/2024,Resolved,1,Ordered a LEGO product online; received the wrong item from marketplace seller.,1,Bait and switch
FNAC,Technology & Home Appliances,3/17/2024,Unresolved,10,Bought Blink-182 concert tickets; refund for insurance-activated cancellation pending resolution.,0,0
FNAC,Technology & Home Appliances,3/15/2024,Unresolved,1,Samsung S24 phone had battery defects; FNAC refused replacement or refund.,0,0
FNAC,Technology & Home Appliances,3/15/2024,Resolved,1,Ordered two creams but received only one; FNAC resolved the delivery error.,0,0
FNAC,Technology & Home Appliances,3/14/2024,Unresolved,9,Order from FNAC's SKYHE vendor lacked tracking details; issue remains unresolved.,0,0
FNAC,Technology & Home Appliances,3/13/2024,Resolved,3,FNAC refused the brand's repair budget for a watch with a damaged strap.,0,0
FNAC,Technology & Home Appliances,3/9/2024,Resolved,1,Faced difficulties sending a coffee machine for repairs; eventually resolved.,0,0
FNAC,Technology & Home Appliances,3/7/2024,Resolved,6,Pressured into purchasing insurance with unclear and misleading details during checkout.,1,Hidden costs
FNAC,Technology & Home Appliances,2/28/2024,Resolved,4,FNAC refused to resolve issues related to payment for my content sold in their stores.,0,0
FNAC,Technology & Home Appliances,2/28/2024,Resolved,6,Missing balance on FNAC account with no clarification.,0,0
FNAC,Technology & Home Appliances,2/26/2024,Unresolved,1,Ordered product ready for pickup but unavailable at FNAC Norte Shopping.,1,Bait and switch
FNAC,Technology & Home Appliances,2/20/2024,Resolved,2,Paid loyalty renewal not applied to FNAC card.,0,0
FNAC,Technology & Home Appliances,2/17/2024,Unresolved,2,Tablet returned twice for warranty repairs with persistent issues.,0,0
FNAC,Technology & Home Appliances,2/15/2024,Resolved,1,Delay in delivery despite promise for next-day arrival.,0,0
FNAC,Technology & Home Appliances,2/11/2024,Resolved,9,Ordered a dirty book and received it with gift wrapping issue.,0,0
FNAC,Technology & Home Appliances,2/11/2024,Resolved,10,Denied return of Wacom Intuos S despite unsatisfactory performance.,0,0
FNAC,Technology & Home Appliances,2/7/2024,Resolved,1,Successive delays in product delivery despite assurances.,0,0
FNAC,Technology & Home Appliances,1/18/2024,Resolved,3,Confirmed delivered order of phone cover was not received.,0,0
FNAC,Technology & Home Appliances,1/16/2024,Unresolved,6,Online order delivery deadline missed despite 1-day delivery promise.,0,0
FNAC,Technology & Home Appliances,1/12/2024,Resolved,8,Defective Samsung charger ordered online.,0,0
FNAC,Technology & Home Appliances,1/12/2024,Unresolved,1,Ordered a product but FNAC failed to fulfill pickup request.,1,Bait and switch
FNAC,Technology & Home Appliances,1/12/2024,Resolved,1,Unable to use accumulated FNAC card balance.,0,0
FNAC,Technology & Home Appliances,1/12/2024,Resolved,1,Reimbursement value improperly withdrawn after robot vacuum warranty claim.,0,0
FNAC,Technology & Home Appliances,1/7/2024,Unresolved,1,Request to exchange AirPods denied at FNAC Guimarães.,0,0
FNAC,Technology & Home Appliances,1/2/2024,Unresolved,7,Product malfunction not resolved.,0,0
FNAC,Technology & Home Appliances,1/2/2024,Resolved,4,Missing delivery of order placed on December 16.,0,0
FNAC,Technology & Home Appliances,1/1/2024,Unresolved,1,Complaint unanswered for over a month regarding product.,0,0
FNAC,Technology & Home Appliances,12/31/2023,Unresolved,2,FNAC card issue occurred during a purchase in Forum Almada.,0,0
FNAC,Technology & Home Appliances,12/29/2023,Unresolved,1,Incompatibility in collecting a large product (electric bike).,0,0
FNAC,Technology & Home Appliances,12/29/2023,Resolved,1,PS4 controller not delivered within the expected timeframe.,0,0
FNAC,Technology & Home Appliances,12/28/2023,Resolved,5,Improper commission charged for Alive Festival ticket purchase.,1,Hidden costs
